Order Date,Product,Category,Region,Customer Type,Quantity,Unit Price,Discount,Revenue,Profit
2024-01-18,Bottle,Accessories,North,Wholesale,9,350,20,2520.0,-136.22
2024-07-02,Mouse,Electronics,South,Wholesale,4,800,20,2560.0,657.06
2024-12-28,Table,Furniture,West,Wholesale,13,7000,0,91000.0,30765.69
2025-08-01,Chair,Furniture,North,Retail,8,4500,10,32400.0,5212.35
2024-04-05,Printer,Electronics,North,Retail,13,12000,15,132600.0,20933.57
2025-12-20,Keyboard,Electronics,East,Retail,3,1500,15,3825.0,208.8
2025-06-24,Laptop,Electronics,West,Wholesale,8,55000,5,418000.0,57031.97
2024-02-17,Mouse,Electronics,North,Retail,9,800,20,5760.0,582.82
2024-11-18,Laptop,Electronics,West,Retail,7,55000,20,308000.0,79595.87
2024-11-02,Keyboard,Electronics,West,Wholesale,19,1500,5,27075.0,6554.75
2025-01-28,Keyboard,Electronics,East,Retail,3,1500,20,3600.0,118.63
2024-04-10,Printer,Electronics,West,Wholesale,8,12000,0,96000.0,33390.93
2024-01-31,Table,Furniture,West,Wholesale,15,7000,15,89250.0,24313.64
2024-07-09,Bag,Accessories,East,Retail,13,1800,0,23400.0,5109.38
2025-12-31,Mouse,Electronics,South,Wholesale,3,800,10,2160.0,728.96
2024-11-20,Notebook,Stationery,East,Wholesale,4,120,0,480.0,215.25
2025-01-03,Table,Furniture,West,Wholesale,4,7000,5,26600.0,10466.7
2025-07-24,Bottle,Accessories,North,Wholesale,17,350,15,5057.5,1600.62
2025-07-21,Mouse,Electronics,West,Retail,20,800,20,12800.0,234.69
2024-10-25,Printer,Electronics,South,Retail,13,12000,0,156000.0,36277.31
2025-12-02,Printer,Electronics,East,Wholesale,6,12000,5,68400.0,22991.35
2024-05-29,Mouse,Electronics,East,Wholesale,6,800,15,4080.0,1042.61
2024-03-19,Notebook,Stationery,West,Retail,9,120,5,1026.0,198.43
2025-04-13,Mouse,Electronics,West,Wholesale,5,800,10,3600.0,1391.88
2025-09-27,Printer,Electronics,South,Wholesale,11,12000,15,112200.0,26344.45
2024-11-24,Bag,Accessories,West,Wholesale,7,1800,15,10710.0,2592.39
2024-10-25,Monitor,Electronics,East,Wholesale,19,15000,5,270750.0,86136.73
2025-01-08,Mouse,Electronics,South,Retail,19,800,5,14440.0,3379.44
2025-04-17,Chair,Furniture,North,Wholesale,15,4500,10,60750.0,6791.54
2025-11-20,Monitor,Electronics,South,Wholesale,5,15000,10,67500.0,20804.52
2025-01-21,Mouse,Electronics,West,Wholesale,15,800,20,9600.0,1274.76
2025-07-10,Laptop,Electronics,North,Retail,12,55000,20,528000.0,47423.65
2024-09-11,Notebook,Stationery,West,Wholesale,6,120,20,576.0,170.43
2025-03-16,Mouse,Electronics,South,Wholesale,1,800,0,800.0,297.9
2025-01-18,Printer,Electronics,South,Wholesale,15,12000,20,144000.0,7716.39
2024-01-26,Monitor,Electronics,North,Retail,4,15000,10,54000.0,13512.44
2024-05-25,Notebook,Stationery,South,Wholesale,10,120,10,1080.0,256.08
2024-12-22,Monitor,Electronics,West,Wholesale,4,15000,15,51000.0,5004.11
2024-03-09,Table,Furniture,East,Retail,2,7000,0,14000.0,6205.14
2025-11-24,Keyboard,Electronics,South,Wholesale,8,1500,20,9600.0,2371.97
2025-07-27,Printer,Electronics,South,Retail,15,12000,5,171000.0,28921.19
2025-10-17,Printer,Electronics,South,Wholesale,13,12000,0,156000.0,35690.22
2025-08-29,Printer,Electronics,South,Wholesale,13,12000,0,156000.0,37218.37
2025-12-21,Mouse,Electronics,South,Wholesale,19,800,0,15200.0,3194.27
2024-11-29,Chair,Furniture,West,Wholesale,15,4500,0,67500.0,25062.34
2025-09-03,Printer,Electronics,East,Wholesale,20,12000,15,204000.0,29735.66
2025-04-13,Bag,Accessories,North,Retail,6,1800,10,9720.0,803.47
2024-11-16,Mouse,Electronics,East,Retail,8,800,10,5760.0,2015.46
2025-06-07,Printer,Electronics,West,Wholesale,14,12000,20,134400.0,35051.49
2024-07-09,Monitor,Electronics,West,Wholesale,18,15000,5,256500.0,63052.08
2024-05-23,Keyboard,Electronics,East,Retail,11,1500,15,14025.0,1883.92
2025-05-11,Keyboard,Electronics,West,Wholesale,7,1500,15,8925.0,113.94
2025-12-02,Monitor,Electronics,North,Retail,14,15000,15,178500.0,32211.93
2024-08-13,Table,Furniture,East,Retail,2,7000,10,12600.0,3955.66
2025-04-13,Bag,Accessories,North,Wholesale,16,1800,20,23040.0,2786.64
2025-07-10,Notebook,Stationery,West,Retail,18,120,0,2160.0,479.52
2025-03-11,Mouse,Electronics,North,Wholesale,8,800,10,5760.0,560.37
2024-09-26,Notebook,Stationery,North,Retail,3,120,15,306.0,14.55
2024-08-02,Bag,Accessories,South,Retail,12,1800,20,17280.0,1299.65
2024-07-30,Chair,Furniture,East,Retail,2,4500,20,7200.0,1302.8
2024-11-27,Table,Furniture,North,Retail,10,7000,20,56000.0,11885.8
2025-02-25,Laptop,Electronics,South,Retail,9,55000,5,470250.0,93838.16
2024-05-29,Notebook,Stationery,East,Wholesale,8,120,15,816.0,147.04
2025-01-19,Monitor,Electronics,East,Wholesale,3,15000,0,45000.0,14811.51
2025-04-10,Monitor,Electronics,North,Wholesale,11,15000,20,132000.0,41127.58
2025-10-12,Notebook,Stationery,West,Retail,3,120,20,288.0,47.05
2025-05-21,Table,Furniture,South,Wholesale,11,7000,10,69300.0,19147.86
2024-12-17,Laptop,Electronics,West,Retail,2,55000,0,110000.0,28836.08
2024-05-07,Keyboard,Electronics,West,Retail,15,1500,15,19125.0,6745.44
2025-12-06,Keyboard,Electronics,East,Retail,10,1500,5,14250.0,2065.09
2025-11-01,Notebook,Stationery,South,Retail,9,120,0,1080.0,365.52
2025-02-09,Table,Furniture,North,Retail,8,7000,15,47600.0,5787.85
2024-08-06,Monitor,Electronics,West,Retail,3,15000,5,42750.0,9985.33
2024-01-09,Notebook,Stationery,West,Retail,4,120,15,408.0,44.06
2024-08-22,Printer,Electronics,East,Wholesale,3,12000,0,36000.0,15085.42
2024-05-20,Printer,Electronics,North,Retail,5,12000,5,57000.0,22768.59
2025-03-26,Notebook,Stationery,West,Retail,7,120,5,798.0,104.19
2024-03-29,Mouse,Electronics,West,Wholesale,5,800,0,4000.0,1092.51
2025-03-15,Notebook,Stationery,North,Retail,5,120,5,570.0,190.15
2025-07-20,Bag,Accessories,North,Wholesale,20,1800,20,28800.0,5922.86
2024-07-29,Bottle,Accessories,West,Wholesale,20,350,20,5600.0,1353.84
2025-10-23,Laptop,Electronics,South,Wholesale,8,55000,15,374000.0,81063.1
2025-10-15,Bag,Accessories,North,Wholesale,3,1800,20,4320.0,-89.73
2024-11-20,Keyboard,Electronics,South,Wholesale,13,1500,20,15600.0,2412.95
2024-03-15,Laptop,Electronics,South,Retail,19,55000,0,1045000.0,465925.76
2024-03-02,Printer,Electronics,West,Wholesale,17,12000,10,183600.0,32931.47
2025-12-19,Printer,Electronics,South,Wholesale,3,12000,20,28800.0,3193.32
2024-03-26,Table,Furniture,South,Wholesale,3,7000,20,16800.0,-551.83
2025-02-04,Bag,Accessories,South,Retail,3,1800,10,4860.0,758.15
2024-09-07,Mouse,Electronics,North,Wholesale,14,800,0,11200.0,3516.67
2025-11-13,Keyboard,Electronics,North,Retail,4,1500,0,6000.0,1425.78
2025-05-23,Notebook,Stationery,East,Retail,17,120,20,1632.0,30.81
2025-01-15,Keyboard,Electronics,North,Wholesale,9,1500,0,13500.0,2950.71
2025-03-15,Table,Furniture,North,Wholesale,17,7000,0,119000.0,44162.7
2025-04-11,Bottle,Accessories,South,Wholesale,12,350,0,4200.0,1260.49
2024-06-10,Table,Furniture,North,Retail,4,7000,20,22400.0,1337.39
2025-06-05,Laptop,Electronics,West,Wholesale,2,55000,0,110000.0,41429.8
2025-01-27,Keyboard,Electronics,West,Retail,6,1500,0,9000.0,2557.27
2024-11-25,Chair,Furniture,North,Wholesale,14,4500,10,56700.0,16923.22
2024-05-02,Bottle,Accessories,North,Wholesale,2,350,5,665.0,233.13
2024-03-11,Monitor,Electronics,West,Retail,10,15000,10,135000.0,37771.46
2025-01-12,Chair,Furniture,South,Wholesale,10,4500,20,36000.0,659.15
2025-01-12,Bag,Accessories,South,Retail,16,1800,5,27360.0,5191.52
2024-01-07,Printer,Electronics,North,Wholesale,1,12000,5,11400.0,2850.44
2024-01-02,Printer,Electronics,South,Wholesale,10,12000,0,120000.0,46613.0
2025-05-18,Laptop,Electronics,South,Wholesale,5,55000,10,247500.0,88575.3
2025-12-18,Notebook,Stationery,South,Wholesale,15,120,0,1800.0,496.38
2024-03-17,Bag,Accessories,South,Retail,19,1800,0,34200.0,10927.08
2024-10-25,Table,Furniture,East,Wholesale,11,7000,15,65450.0,6913.24
2025-04-08,Table,Furniture,South,Retail,8,7000,0,56000.0,9348.28
2024-06-08,Mouse,Electronics,West,Retail,6,800,15,4080.0,768.88
2025-07-02,Notebook,Stationery,East,Retail,7,120,15,714.0,174.31
2024-04-02,Keyboard,Electronics,East,Retail,10,1500,20,12000.0,3568.52
2024-04-03,Chair,Furniture,East,Wholesale,12,4500,15,45900.0,7881.95
2024-06-27,Laptop,Electronics,South,Retail,13,55000,15,607750.0,95247.92
2025-04-18,Mouse,Electronics,South,Retail,5,800,0,4000.0,1785.65
2024-07-21,Printer,Electronics,East,Retail,12,12000,0,144000.0,39643.61
2024-01-23,Mouse,Electronics,North,Wholesale,7,800,15,4760.0,320.38
2024-05-05,Laptop,Electronics,West,Wholesale,15,55000,0,825000.0,329672.67
2025-05-23,Laptop,Electronics,South,Retail,13,55000,15,607750.0,177432.85
2024-10-08,Table,Furniture,South,Wholesale,15,7000,5,99750.0,40908.54
2025-05-25,Printer,Electronics,East,Wholesale,18,12000,15,183600.0,60848.56
2024-05-20,Printer,Electronics,North,Wholesale,7,12000,20,67200.0,14721.48
2025-12-31,Notebook,Stationery,East,Wholesale,16,120,20,1536.0,29.89
2025-02-01,Table,Furniture,South,Retail,6,7000,0,42000.0,14882.14
2024-10-14,Laptop,Electronics,South,Retail,16,55000,20,704000.0,125637.72
2024-04-12,Chair,Furniture,North,Retail,8,4500,10,32400.0,6836.15
2025-08-12,Printer,Electronics,East,Wholesale,12,12000,5,136800.0,49992.46
2025-08-28,Laptop,Electronics,South,Wholesale,12,55000,20,528000.0,53405.92
2025-07-09,Table,Furniture,North,Retail,6,7000,15,35700.0,12121.66
2025-09-08,Chair,Furniture,East,Retail,1,4500,20,3600.0,479.71
2024-05-13,Notebook,Stationery,South,Retail,6,120,10,648.0,239.14
2024-04-23,Bottle,Accessories,West,Retail,12,350,0,4200.0,1419.28
2024-12-10,Table,Furniture,West,Wholesale,11,7000,5,73150.0,8257.62
2025-10-26,Notebook,Stationery,East,Retail,6,120,20,576.0,30.19
2025-11-12,Bag,Accessories,East,Retail,6,1800,15,9180.0,2245.89
2024-06-30,Laptop,Electronics,North,Retail,19,55000,15,888250.0,46787.69
2025-09-08,Notebook,Stationery,North,Wholesale,20,120,5,2280.0,499.45
2024-05-24,Notebook,Stationery,East,Retail,3,120,5,342.0,106.54
2025-10-13,Mouse,Electronics,South,Retail,11,800,15,7480.0,2609.92
2025-12-10,Mouse,Electronics,North,Retail,12,800,10,8640.0,1093.38
2025-01-30,Monitor,Electronics,West,Wholesale,14,15000,5,199500.0,28273.22
2024-12-25,Bottle,Accessories,South,Retail,13,350,0,4550.0,916.18
2025-04-07,Mouse,Electronics,East,Retail,2,800,10,1440.0,550.36
2024-03-16,Notebook,Stationery,North,Retail,6,120,15,612.0,181.24
2024-12-12,Bag,Accessories,West,Retail,20,1800,15,30600.0,3191.35
2025-09-13,Printer,Electronics,South,Retail,6,12000,0,72000.0,30212.83
2025-02-23,Bottle,Accessories,East,Retail,18,350,10,5670.0,956.47
2024-04-08,Laptop,Electronics,West,Retail,13,55000,20,572000.0,60847.37
2024-02-25,Notebook,Stationery,West,Retail,1,120,15,102.0,32.85
2024-04-09,Laptop,Electronics,North,Wholesale,7,55000,5,365750.0,80288.98
2024-04-28,Table,Furniture,East,Retail,13,7000,15,77350.0,13947.66
2025-10-19,Bottle,Accessories,West,Wholesale,13,350,5,4322.5,1313.56
2024-07-10,Monitor,Electronics,East,Retail,2,15000,10,27000.0,6542.34
2024-10-02,Bag,Accessories,North,Retail,2,1800,5,3420.0,627.59
2025-11-15,Notebook,Stationery,South,Retail,18,120,15,1836.0,18.98
2025-01-31,Bottle,Accessories,West,Retail,14,350,20,3920.0,215.01
2025-05-02,Table,Furniture,North,Retail,3,7000,15,17850.0,612.5
2024-05-03,Monitor,Electronics,South,Retail,6,15000,5,85500.0,9751.55
2024-02-13,Printer,Electronics,South,Wholesale,3,12000,15,30600.0,8619.27
2024-11-23,Mouse,Electronics,East,Wholesale,3,800,15,2040.0,319.42
2025-06-16,Monitor,Electronics,West,Retail,1,15000,20,12000.0,1105.91
2025-02-28,Keyboard,Electronics,North,Retail,5,1500,20,6000.0,552.15
2025-07-30,Mouse,Electronics,West,Wholesale,10,800,20,6400.0,-112.33
2025-01-27,Monitor,Electronics,South,Wholesale,19,15000,20,228000.0,30804.51
2025-02-16,Keyboard,Electronics,West,Retail,20,1500,20,24000.0,1372.68
2025-02-09,Notebook,Stationery,East,Wholesale,8,120,0,960.0,217.22
2024-01-21,Notebook,Stationery,West,Retail,10,120,10,1080.0,319.08
2024-08-21,Keyboard,Electronics,East,Wholesale,10,1500,15,12750.0,1016.86
2025-03-02,Bag,Accessories,West,Wholesale,3,1800,5,5130.0,1444.42
2025-06-12,Notebook,Stationery,North,Wholesale,2,120,20,192.0,3.01
2025-12-27,Bottle,Accessories,North,Retail,13,350,5,4322.5,754.6
2024-07-16,Chair,Furniture,North,Wholesale,2,4500,5,8550.0,3510.71
2025-12-22,Chair,Furniture,West,Retail,9,4500,10,36450.0,4169.4
2025-11-28,Laptop,Electronics,West,Retail,8,55000,10,396000.0,89480.15
2025-04-30,Bag,Accessories,East,Retail,18,1800,10,29160.0,7993.9
2024-10-18,Laptop,Electronics,South,Retail,13,55000,0,715000.0,286806.36
2025-10-24,Chair,Furniture,North,Retail,7,4500,10,28350.0,4867.5
2025-04-30,Keyboard,Electronics,South,Wholesale,6,1500,20,7200.0,87.67
2025-09-14,Table,Furniture,East,Wholesale,9,7000,15,53550.0,1975.37
2024-09-15,Chair,Furniture,West,Retail,15,4500,10,60750.0,9911.78
2024-01-08,Bottle,Accessories,East,Wholesale,12,350,20,3360.0,234.35
2025-12-01,Mouse,Electronics,East,Wholesale,16,800,0,12800.0,4468.67
2024-10-10,Table,Furniture,South,Retail,10,7000,5,66500.0,24851.48
2025-09-06,Printer,Electronics,West,Wholesale,11,12000,5,125400.0,24237.19
2024-09-22,Printer,Electronics,South,Wholesale,13,12000,15,132600.0,12320.94
2025-12-31,Chair,Furniture,East,Wholesale,18,4500,15,68850.0,2271.41
2024-06-23,Bottle,Accessories,South,Wholesale,6,350,10,1890.0,673.51
2025-07-26,Keyboard,Electronics,South,Wholesale,11,1500,0,16500.0,6324.85
2025-03-06,Notebook,Stationery,West,Retail,12,120,10,1296.0,251.03
2025-04-26,Laptop,Electronics,North,Wholesale,19,55000,20,836000.0,-34788.36
2024-07-18,Bottle,Accessories,West,Retail,4,350,15,1190.0,197.47
2024-06-03,Keyboard,Electronics,West,Retail,7,1500,10,9450.0,2386.05
2024-11-19,Keyboard,Electronics,South,Wholesale,3,1500,15,3825.0,900.95
2025-10-11,Laptop,Electronics,South,Retail,1,55000,15,46750.0,11986.79
2025-05-16,Mouse,Electronics,West,Wholesale,5,800,20,3200.0,479.55
2025-03-15,Monitor,Electronics,South,Wholesale,13,15000,0,195000.0,85543.07
2024-01-15,Notebook,Stationery,North,Retail,17,120,5,1938.0,805.04
2024-08-19,Notebook,Stationery,East,Retail,10,120,5,1140.0,443.03
2024-03-07,Laptop,Electronics,East,Wholesale,10,55000,10,495000.0,117272.16
2025-12-04,Keyboard,Electronics,South,Retail,11,1500,15,14025.0,3171.71
2025-02-17,Laptop,Electronics,South,Retail,8,55000,5,418000.0,80013.71
2024-01-23,Bag,Accessories,North,Wholesale,17,1800,5,29070.0,11109.37
2025-10-17,Table,Furniture,North,Retail,18,7000,20,100800.0,29663.41
2025-10-31,Laptop,Electronics,West,Retail,2,55000,0,110000.0,35746.41
2025-07-14,Table,Furniture,North,Wholesale,16,7000,5,106400.0,37895.37
2025-03-06,Mouse,Electronics,South,Wholesale,17,800,10,12240.0,2218.99
2024-04-17,Bottle,Accessories,North,Wholesale,20,350,0,7000.0,2556.32
2024-07-22,Bag,Accessories,South,Wholesale,7,1800,10,11340.0,1266.93
2025-12-21,Printer,Electronics,West,Retail,10,12000,5,114000.0,46581.39
2025-12-05,Monitor,Electronics,North,Retail,11,15000,5,156750.0,65864.47
2025-08-10,Monitor,Electronics,North,Retail,5,15000,0,75000.0,16210.66
2024-09-19,Chair,Furniture,North,Retail,15,4500,10,60750.0,18276.47
2024-06-27,Laptop,Electronics,East,Wholesale,10,55000,10,495000.0,60236.64
2024-04-28,Mouse,Electronics,South,Wholesale,2,800,0,1600.0,311.04
2025-01-01,Monitor,Electronics,North,Wholesale,20,15000,10,270000.0,25937.2
2024-12-16,Keyboard,Electronics,West,Wholesale,4,1500,15,5100.0,1079.55
2025-01-29,Monitor,Electronics,North,Retail,14,15000,5,199500.0,76877.44
2024-04-16,Printer,Electronics,West,Retail,19,12000,15,193800.0,13525.09
2025-09-17,Printer,Electronics,South,Wholesale,12,12000,20,115200.0,34755.14
2025-05-14,Mouse,Electronics,East,Wholesale,14,800,15,9520.0,3205.53
2024-01-13,Bottle,Accessories,East,Retail,19,350,20,5320.0,1215.65
2025-03-19,Chair,Furniture,West,Retail,16,4500,10,64800.0,10863.85
2025-07-25,Bag,Accessories,South,Wholesale,2,1800,0,3600.0,925.13
2025-05-22,Keyboard,Electronics,East,Wholesale,3,1500,15,3825.0,917.14
2024-02-21,Bottle,Accessories,West,Retail,8,350,20,2240.0,159.61
2024-03-21,Monitor,Electronics,West,Wholesale,15,15000,20,180000.0,26003.35
2024-11-19,Mouse,Electronics,West,Retail,16,800,0,12800.0,5365.85
2025-07-24,Bottle,Accessories,East,Retail,1,350,0,350.0,74.36
2025-11-01,Monitor,Electronics,South,Wholesale,11,15000,10,148500.0,16897.11
2024-12-05,Bottle,Accessories,East,Wholesale,20,350,20,5600.0,756.42
2024-04-26,Mouse,Electronics,East,Wholesale,8,800,0,6400.0,2224.59
2025-12-19,Mouse,Electronics,West,Retail,2,800,5,1520.0,403.64
2024-09-17,Bag,Accessories,West,Retail,7,1800,5,11970.0,4583.58
2025-04-13,Chair,Furniture,North,Retail,11,4500,0,49500.0,11031.33
2025-04-06,Monitor,Electronics,West,Retail,19,15000,20,228000.0,59738.62
2025-06-27,Laptop,Electronics,West,Retail,18,55000,15,841500.0,47871.62
2025-12-09,Bag,Accessories,East,Wholesale,6,1800,5,10260.0,3984.49
2025-03-04,Bag,Accessories,East,Wholesale,8,1800,10,12960.0,3321.2
2025-04-08,Keyboard,Electronics,East,Wholesale,5,1500,15,6375.0,894.32
2025-12-29,Bottle,Accessories,East,Wholesale,7,350,5,2327.5,825.86
2025-11-19,Keyboard,Electronics,East,Retail,6,1500,20,7200.0,785.27
2024-12-26,Bottle,Accessories,West,Wholesale,16,350,20,4480.0,441.33
2025-03-08,Laptop,Electronics,South,Retail,17,55000,0,935000.0,413661.16
2025-11-17,Laptop,Electronics,South,Wholesale,7,55000,10,346500.0,48103.63
2025-11-30,Table,Furniture,East,Retail,5,7000,0,35000.0,8498.75
2025-07-08,Laptop,Electronics,South,Wholesale,12,55000,15,561000.0,177708.96
2024-08-31,Bottle,Accessories,West,Wholesale,10,350,0,3500.0,602.19
2025-12-02,Notebook,Stationery,East,Retail,18,120,0,2160.0,963.6
2025-09-27,Monitor,Electronics,South,Retail,8,15000,10,108000.0,14816.12
2024-10-28,Monitor,Electronics,South,Retail,6,15000,0,90000.0,35451.63
2025-01-21,Laptop,Electronics,South,Retail,14,55000,10,693000.0,140925.72
2025-08-21,Table,Furniture,South,Retail,1,7000,10,6300.0,1470.7
2024-06-06,Notebook,Stationery,East,Wholesale,20,120,0,2400.0,522.96
2025-08-09,Bottle,Accessories,East,Retail,12,350,0,4200.0,902.12
2024-07-07,Bottle,Accessories,West,Retail,3,350,20,840.0,212.3
2024-12-23,Chair,Furniture,East,Retail,7,4500,10,28350.0,7896.42
2025-09-25,Bottle,Accessories,North,Retail,16,350,20,4480.0,16.2
2025-11-15,Notebook,Stationery,South,Retail,15,120,5,1710.0,231.57
2025-11-29,Notebook,Stationery,East,Retail,13,120,0,1560.0,521.41
2025-06-13,Notebook,Stationery,North,Wholesale,17,120,20,1632.0,237.32
2025-10-29,Chair,Furniture,North,Retail,11,4500,20,39600.0,11152.17
2025-07-04,Bottle,Accessories,South,Wholesale,1,350,0,350.0,135.37
2024-04-16,Chair,Furniture,North,Retail,18,4500,15,68850.0,8588.56
2024-01-25,Monitor,Electronics,North,Retail,11,15000,0,165000.0,69917.72
2024-09-14,Bottle,Accessories,East,Wholesale,3,350,20,840.0,3.69
2025-02-01,Monitor,Electronics,West,Retail,13,15000,15,165750.0,39990.35
2025-07-01,Laptop,Electronics,North,Retail,20,55000,0,1100000.0,245533.0
2025-01-01,Bottle,Accessories,East,Retail,4,350,10,1260.0,159.51
2024-10-15,Monitor,Electronics,North,Wholesale,13,15000,15,165750.0,10405.84
2024-06-09,Bottle,Accessories,East,Retail,8,350,5,2660.0,492.73
2024-11-01,Notebook,Stationery,South,Retail,1,120,20,96.0,-1.49
2024-02-12,Laptop,Electronics,North,Wholesale,19,55000,20,836000.0,137705.39
2024-08-03,Notebook,Stationery,South,Retail,7,120,15,714.0,23.78
2024-07-07,Chair,Furniture,South,Retail,20,4500,10,81000.0,26253.19
2025-07-16,Monitor,Electronics,North,Wholesale,18,15000,0,270000.0,97957.13
2024-04-10,Chair,Furniture,East,Retail,19,4500,15,72675.0,1243.0
2025-11-18,Chair,Furniture,South,Wholesale,4,4500,10,16200.0,2954.61
2025-05-12,Monitor,Electronics,South,Wholesale,11,15000,20,132000.0,8608.6
2024-11-19,Printer,Electronics,South,Wholesale,6,12000,0,72000.0,25634.56
2024-10-10,Notebook,Stationery,West,Wholesale,5,120,10,540.0,51.98
2025-01-02,Table,Furniture,North,Wholesale,16,7000,20,89600.0,24343.22
2024-05-23,Bottle,Accessories,North,Retail,7,350,10,2205.0,318.34
2024-01-20,Bottle,Accessories,South,Retail,1,350,20,280.0,26.72
2025-07-18,Table,Furniture,South,Wholesale,18,7000,20,100800.0,13654.47
2025-02-05,Chair,Furniture,North,Wholesale,19,4500,10,76950.0,26490.95
2025-01-07,Bottle,Accessories,South,Retail,1,350,5,332.5,50.96
2025-04-01,Keyboard,Electronics,South,Wholesale,6,1500,20,7200.0,-311.52
2025-01-02,Laptop,Electronics,East,Wholesale,8,55000,15,374000.0,101409.01
2024-08-27,Laptop,Electronics,East,Wholesale,7,55000,20,308000.0,-8592.36
2025-04-25,Monitor,Electronics,East,Retail,2,15000,0,30000.0,4674.69
2025-12-21,Bottle,Accessories,South,Wholesale,9,350,10,2835.0,555.69
2025-10-31,Printer,Electronics,North,Wholesale,12,12000,20,115200.0,7775.86
2025-01-20,Chair,Furniture,East,Wholesale,17,4500,15,65025.0,14850.99
2025-05-08,Bag,Accessories,West,Retail,1,1800,20,1440.0,-26.3
2024-08-23,Mouse,Electronics,South,Retail,17,800,10,12240.0,3897.01
2025-01-05,Bag,Accessories,East,Retail,4,1800,5,6840.0,1984.43
2025-05-08,Monitor,Electronics,West,Retail,16,15000,5,228000.0,53463.06
2024-09-06,Laptop,Electronics,South,Retail,5,55000,20,220000.0,19881.32
2025-08-09,Keyboard,Electronics,South,Wholesale,2,1500,5,2850.0,967.57
2025-09-05,Bag,Accessories,South,Wholesale,1,1800,10,1620.0,118.48
2025-09-13,Monitor,Electronics,West,Retail,16,15000,5,228000.0,80205.81
2025-08-19,Keyboard,Electronics,East,Wholesale,20,1500,20,24000.0,5119.31
2025-09-02,Bag,Accessories,South,Retail,3,1800,5,5130.0,1547.3
2024-01-17,Chair,Furniture,South,Retail,17,4500,20,61200.0,3418.76
2024-06-30,Monitor,Electronics,North,Retail,20,15000,20,240000.0,71486.71
2025-05-08,Keyboard,Electronics,West,Wholesale,20,1500,20,24000.0,52.3
2025-01-14,Laptop,Electronics,West,Wholesale,17,55000,15,794750.0,216129.11
2024-12-24,Bag,Accessories,East,Wholesale,19,1800,0,34200.0,11024.48
2024-08-26,Mouse,Electronics,West,Wholesale,10,800,20,6400.0,-104.24
2024-07-12,Laptop,Electronics,North,Wholesale,1,55000,20,44000.0,5128.08
2025-11-01,Chair,Furniture,South,Wholesale,11,4500,15,42075.0,9470.29
2025-10-29,Bag,Accessories,West,Wholesale,9,1800,10,14580.0,1514.81
2025-09-18,Table,Furniture,West,Retail,13,7000,5,86450.0,25118.87
2025-01-14,Bottle,Accessories,East,Wholesale,18,350,15,5355.0,1410.36
2025-12-23,Printer,Electronics,West,Retail,5,12000,0,60000.0,13539.34
2024-04-12,Chair,Furniture,North,Retail,17,4500,15,65025.0,4909.44
2025-02-02,Laptop,Electronics,West,Retail,3,55000,5,156750.0,42652.4
2024-03-06,Table,Furniture,North,Wholesale,8,7000,10,50400.0,18255.33
2025-02-14,Bag,Accessories,North,Retail,17,1800,10,27540.0,4177.46
2025-10-17,Monitor,Electronics,East,Retail,15,15000,0,225000.0,87634.76
2024-02-04,Bag,Accessories,South,Retail,17,1800,20,24480.0,1238.23
2025-01-03,Chair,Furniture,East,Wholesale,1,4500,5,4275.0,1682.76
2024-12-27,Printer,Electronics,North,Retail,13,12000,20,124800.0,29625.47
2024-04-02,Bottle,Accessories,East,Wholesale,10,350,20,2800.0,-85.76
2024-10-10,Chair,Furniture,West,Retail,20,4500,5,85500.0,23721.51
2024-09-24,Keyboard,Electronics,North,Wholesale,14,1500,20,16800.0,4579.27
2024-12-14,Mouse,Electronics,East,Wholesale,17,800,10,12240.0,1185.46
2025-01-21,Bag,Accessories,West,Wholesale,16,1800,5,27360.0,4975.43
2025-08-23,Laptop,Electronics,West,Retail,16,55000,0,880000.0,327935.58
2025-11-24,Chair,Furniture,North,Wholesale,11,4500,15,42075.0,661.63
2024-09-11,Table,Furniture,East,Retail,3,7000,15,17850.0,2055.7
2025-07-21,Keyboard,Electronics,East,Retail,16,1500,10,21600.0,5854.53
2025-11-30,Chair,Furniture,South,Wholesale,16,4500,5,68400.0,23726.99
2024-07-30,Chair,Furniture,East,Retail,7,4500,5,29925.0,4696.64
2024-04-19,Mouse,Electronics,North,Wholesale,3,800,15,2040.0,278.04
2025-01-15,Bag,Accessories,East,Wholesale,11,1800,15,16830.0,605.16
2024-07-06,Bottle,Accessories,South,Retail,9,350,15,2677.5,735.12
2025-06-22,Printer,Electronics,East,Wholesale,16,12000,20,153600.0,46124.39
2025-12-03,Keyboard,Electronics,West,Wholesale,15,1500,0,22500.0,5411.85
2025-12-06,Laptop,Electronics,North,Wholesale,1,55000,5,52250.0,15739.44
2025-01-05,Bag,Accessories,South,Wholesale,9,1800,5,15390.0,3813.98
2025-04-27,Bag,Accessories,West,Retail,11,1800,10,17820.0,5837.55
2025-03-05,Notebook,Stationery,South,Retail,12,120,15,1224.0,311.2
2025-08-12,Chair,Furniture,West,Wholesale,4,4500,10,16200.0,1957.93
2024-07-19,Keyboard,Electronics,South,Wholesale,5,1500,15,6375.0,437.25
2025-05-26,Keyboard,Electronics,West,Wholesale,17,1500,20,20400.0,862.71
2024-09-13,Bottle,Accessories,South,Retail,19,350,0,6650.0,2197.69
2024-08-08,Table,Furniture,East,Wholesale,16,7000,0,112000.0,35284.88
